Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI
2023-08-14,Istanbul,Turkey,99.77,170.49,61.24,41.81,3.36,89.98,25.11,41.45,15.91,173.86
2023-07-27,Beijing,China,128.36,117.51,69.97,33.75,6.09,150.65,13.77,71.8,9.55,188.62
2023-06-02,New York,USA,47.31,62.16,64.7,49.77,8.1,57.46,0.12,17.84,18.11,130.08
2023-01-27,Dubai,UAE,42.49,62.03,20.43,38.84,9.63,120.12,20.65,84.38,0.55,118.21
2023-03-21,Seoul,South Korea,139.0,10.62,6.35,45.61,0.24,48.49,22.19,35.78,11.04,194.11
2023-08-26,Mexico City,Mexico,55.36,37.41,52.1,44.15,6.46,138.23,36.2,36.17,16.04,149.9
2023-07-16,Tokyo,Japan,68.05,87.69,11.85,47.24,2.89,81.75,38.98,27.29,3.69,157.48
2023-06-28,New York,USA,10.15,23.24,68.51,44.16,7.87,37.07,36.35,95.42,17.79,84.7
2023-02-01,Los Angeles,USA,136.08,138.38,72.56,13.78,7.29,131.33,28.32,69.71,14.84,192.61
2023-08-01,New York,USA,52.44,66.95,18.11,21.72,7.42,117.78,36.58,89.59,6.54,142.71
2023-12-18,Paris,France,120.08,64.14,75.78,17.33,2.8,24.04,0.59,43.05,10.87,184.34
2023-03-10,London,UK,138.28,138.3,37.58,26.69,4.52,145.65,3.52,67.55,9.92,193.74
2023-03-27,Bangkok,Thailand,123.64,21.28,8.09,4.41,2.28,31.15,12.85,63.08,3.79,186.18
2023-07-27,Los Angeles,USA,64.52,74.21,80.44,41.01,3.99,104.69,-5.69,65.43,16.81,155.66
2023-10-21,Seoul,South Korea,14.84,195.06,16.2,38.68,7.11,42.78,-5.14,33.86,18.08,120.83
2023-08-07,Johannesburg,South Africa,44.36,109.76,90.42,9.01,5.19,177.27,30.08,49.38,3.28,122.82
2023-03-25,Berlin,Germany,149.9,92.43,6.87,13.86,0.53,174.72,40.0,94.25,14.76,199.74
2023-02-08,Cairo,Egypt,28.79,96.74,12.76,35.72,6.02,163.33,11.9,83.21,7.54,86.1
2023-11-06,Paris,France,63.69,151.02,43.17,45.08,7.95,192.52,24.81,52.86,18.09,155.23
2023-06-02,Paris,France,58.97,178.91,85.48,10.76,0.31,144.89,24.33,18.6,12.89,152.79
2023-11-06,New York,USA,85.39,122.78,22.03,23.1,5.63,143.25,32.16,43.37,9.1,166.43
2023-03-15,London,UK,118.88,157.59,36.04,15.39,1.01,20.29,-2.97,75.3,5.94,183.73
2023-06-12,Istanbul,Turkey,132.22,90.14,71.58,32.87,1.49,79.1,-8.26,85.47,6.1,190.61
2023-09-16,New York,USA,131.24,111.95,48.71,33.67,6.95,179.48,16.37,97.77,18.82,190.11
2023-10-26,Los Angeles,USA,96.09,28.28,50.34,33.87,8.49,191.2,37.72,65.39,8.29,171.96
2023-09-17,Dubai,UAE,52.8,25.29,6.63,23.55,7.09,82.05,2.92,52.1,13.44,143.6
2023-09-23,Mexico City,Mexico,71.33,65.56,96.46,22.89,1.81,121.49,37.93,73.88,1.97,159.17
2023-06-17,Istanbul,Turkey,25.76,48.92,59.02,14.21,3.73,11.36,1.08,11.64,7.46,79.73
2023-09-04,London,UK,149.02,40.6,66.24,48.63,1.88,188.11,20.63,85.96,12.35,199.29
2023-02-06,Mexico City,Mexico,131.76,25.6,91.76,48.5,2.29,172.6,-0.73,11.55,13.78,190.38
2023-11-26,New York,USA,105.26,62.74,17.2,44.34,1.04,49.28,-4.52,82.35,11.78,176.69
2023-08-23,Los Angeles,USA,6.1,80.65,26.9,44.42,2.72,133.92,33.56,41.17,13.55,63.7
2023-07-09,Paris,France,91.35,98.28,87.29,32.11,0.15,118.73,18.49,47.92,18.4,169.51
2023-06-15,Berlin,Germany,118.44,27.84,81.03,36.81,9.55,93.76,8.2,41.12,4.5,183.5
2023-08-28,Cairo,Egypt,97.6,24.96,64.2,37.82,8.67,194.85,7.0,33.5,6.18,172.74
2023-02-23,Moscow,Russia,73.96,140.02,24.65,7.73,4.65,76.21,-0.1,16.91,3.8,160.53
2023-10-02,Toronto,Canada,96.44,77.08,8.13,20.85,3.83,193.28,2.98,89.56,16.41,172.14
2023-02-20,Madrid,Spain,10.22,137.25,99.34,23.2,5.05,181.95,-6.01,15.57,16.04,99.3
2023-11-09,Cairo,Egypt,54.26,49.04,17.8,29.61,3.52,20.31,-1.36,15.91,18.21,147.19
2023-01-25,Bangkok,Thailand,121.4,159.7,97.66,27.71,6.92,143.9,25.39,65.61,15.68,185.03
2023-06-24,Istanbul,Turkey,120.51,11.55,85.7,27.74,6.34,52.8,-9.3,18.54,7.16,184.57
2023-12-25,Sydney,Australia,120.1,73.28,87.45,24.64,7.83,185.31,-6.8,41.89,12.4,184.36
2023-12-19,New York,USA,100.77,66.72,85.0,22.99,3.97,180.42,38.87,85.16,3.78,174.37
2023-04-18,Istanbul,Turkey,84.98,121.96,32.45,8.17,6.27,44.37,2.48,83.72,18.46,166.22
2023-12-13,Paris,France,119.52,33.23,25.08,18.24,2.46,141.93,8.18,64.0,1.53,184.06
2023-05-24,Madrid,Spain,120.41,45.72,26.07,28.01,1.31,156.43,1.74,99.25,1.64,184.52
2023-07-24,Cairo,Egypt,106.36,15.68,34.93,9.42,8.98,116.33,-3.42,29.96,8.88,177.26
2023-04-07,Berlin,Germany,34.66,171.12,48.21,44.72,4.41,36.81,15.97,54.93,16.08,108.98
2023-12-06,New York,USA,78.75,124.49,60.01,14.16,3.46,156.55,29.38,15.11,12.3,163.0
2023-02-16,Madrid,Spain,80.38,85.86,43.86,36.6,1.75,164.77,23.62,12.5,13.71,163.85
2023-03-27,Rio de Janeiro,Brazil,88.88,57.26,29.74,25.86,3.49,29.06,22.85,52.89,10.27,168.24
2023-07-14,Paris,France,98.78,15.87,98.24,46.78,8.16,66.72,1.78,72.86,1.92,173.35
2023-01-10,Tokyo,Japan,141.56,12.94,84.8,48.38,4.18,118.98,-5.77,39.28,18.23,195.44
2023-05-07,Moscow,Russia,29.88,22.53,38.0,38.92,8.79,157.26,10.43,66.6,3.41,93.9
2023-07-10,Istanbul,Turkey,105.21,146.51,80.95,5.24,0.56,109.62,1.5,14.82,5.28,176.67
2023-06-24,Tokyo,Japan,120.05,129.46,46.18,15.88,4.32,123.02,25.29,78.69,18.52,184.33
2023-12-14,Tokyo,Japan,130.44,36.9,42.32,7.83,5.27,193.41,30.27,33.49,11.32,189.69
2023-08-24,Istanbul,Turkey,92.78,86.53,74.66,34.47,8.59,123.37,9.1,37.05,14.2,170.25
2023-04-10,Berlin,Germany,78.35,115.54,64.81,47.45,2.19,126.73,15.39,30.84,19.77,162.8
2023-07-13,Los Angeles,USA,100.86,83.22,88.97,40.37,2.96,128.75,12.69,90.34,6.22,174.42
2023-01-21,Johannesburg,South Africa,134.69,118.56,36.68,6.15,8.75,83.06,-1.05,21.06,8.16,191.89
2023-09-08,Madrid,Spain,13.72,91.37,34.94,44.33,3.54,103.36,35.58,64.45,6.05,69.0
2023-07-07,Sydney,Australia,31.89,25.33,71.79,20.77,2.55,18.57,27.97,77.93,10.52,92.62
2023-08-26,Bangkok,Thailand,91.48,146.71,73.79,17.95,3.3,66.59,37.89,70.78,10.96,169.58
2023-10-03,Dubai,UAE,67.42,63.12,61.5,22.92,5.45,100.18,24.78,91.55,7.4,157.15
2023-10-09,Los Angeles,USA,101.05,94.59,42.53,10.22,8.85,47.45,8.62,35.72,5.86,174.52
2023-07-14,Seoul,South Korea,58.93,59.6,57.85,49.58,4.77,117.56,36.36,74.1,6.3,152.77
2023-10-04,Sydney,Australia,51.11,112.53,37.44,11.78,5.34,184.42,23.59,73.17,18.94,139.44
2023-03-12,Istanbul,Turkey,5.13,160.35,80.24,16.99,7.52,57.63,-7.86,91.33,12.33,103.65
2023-09-03,Beijing,China,107.12,24.35,77.52,37.64,9.27,154.54,8.04,60.74,16.66,177.65
2023-01-24,Madrid,Spain,142.45,29.39,16.56,26.8,3.03,137.53,25.16,21.81,11.38,195.9
2023-07-23,Dubai,UAE,120.24,48.98,98.82,6.27,6.98,133.94,13.11,31.61,5.0,184.43
2023-10-23,Paris,France,124.1,125.48,95.86,33.1,2.9,140.15,18.59,89.79,11.88,186.42
2023-07-08,Seoul,South Korea,120.57,89.65,82.43,5.55,7.07,92.15,2.33,32.26,1.6,184.6
2023-09-13,Toronto,Canada,134.0,85.84,45.02,1.69,1.25,192.53,-0.96,11.59,6.96,191.53
2023-11-14,Mexico City,Mexico,27.39,22.49,82.84,33.1,9.33,61.77,7.72,40.97,5.49,99.3
2023-07-14,Tokyo,Japan,133.48,111.46,76.64,38.76,4.78,177.32,24.87,42.44,16.45,191.26
2023-03-26,Istanbul,Turkey,90.52,36.48,19.05,28.88,1.9,91.91,10.22,77.25,8.6,169.08
2023-08-14,Moscow,Russia,107.13,84.85,33.42,19.37,8.21,140.75,0.99,10.97,4.23,177.66
2023-11-01,Istanbul,Turkey,19.01,134.42,85.6,33.97,1.13,53.96,35.97,83.82,19.04,90.31
2023-08-04,Cairo,Egypt,94.52,18.34,72.64,18.26,9.39,142.02,3.5,66.33,18.01,171.15
2023-08-11,Berlin,Germany,5.52,50.39,52.51,42.05,8.27,141.08,19.33,72.61,1.6,88.7
2023-02-03,London,UK,37.4,90.57,51.78,8.94,5.52,86.99,19.96,45.17,15.44,105.68
2023-02-27,Toronto,Canada,44.98,38.07,45.69,44.61,3.28,176.14,23.12,92.3,19.56,124.34
2023-08-20,Berlin,Germany,5.57,162.13,77.43,20.91,5.74,80.37,7.63,63.14,14.88,104.53
2023-11-08,Istanbul,Turkey,129.07,130.83,41.6,28.79,1.05,127.55,35.42,56.83,19.76,188.99
2023-05-15,Istanbul,Turkey,93.26,81.29,50.69,41.18,4.08,182.87,13.59,85.98,5.82,170.5
2023-08-03,Johannesburg,South Africa,29.81,21.5,56.99,11.58,3.39,34.4,11.34,52.69,8.9,88.24
2023-08-11,Tokyo,Japan,104.73,84.18,99.78,43.54,9.19,168.0,8.78,71.15,4.81,176.42
2023-06-17,Los Angeles,USA,96.14,162.88,87.76,25.49,0.65,72.14,24.61,98.53,18.19,171.98
2023-05-20,Mexico City,Mexico,67.08,44.52,73.3,7.67,6.7,48.01,17.04,54.53,16.65,156.98
2023-07-13,London,UK,19.19,116.91,75.83,41.69,6.26,47.89,9.73,45.15,11.17,81.64
2023-02-03,Toronto,Canada,17.59,133.29,86.43,48.71,2.14,64.14,25.75,80.3,2.53,89.75
2023-06-26,Madrid,Spain,92.83,47.09,49.98,12.49,8.79,184.03,33.0,24.93,16.57,170.27
2023-09-26,Mumbai,India,18.44,34.22,5.82,44.74,7.86,93.52,20.81,66.17,13.28,84.6
2023-09-05,Moscow,Russia,65.23,146.8,19.22,41.64,9.27,194.53,1.94,71.39,5.7,156.02
2023-07-02,Istanbul,Turkey,141.03,191.6,58.97,5.32,5.4,25.77,-4.16,20.95,16.84,195.16
2023-09-07,Sydney,Australia,58.54,89.08,58.12,22.32,6.7,49.87,37.7,15.63,16.72,152.57
2023-11-28,Beijing,China,128.22,198.59,11.84,41.38,6.53,31.51,37.01,43.78,13.22,188.55
2023-04-10,Istanbul,Turkey,23.91,82.4,90.74,30.15,5.59,122.87,27.18,48.46,17.08,90.14
2023-01-21,London,UK,110.69,55.58,41.32,42.57,0.45,41.8,32.84,36.92,2.47,179.5
2023-04-25,Cairo,Egypt,109.24,61.36,67.35,35.89,4.85,56.44,20.87,96.1,12.64,178.75
2023-05-19,Mumbai,India,20.72,70.65,91.82,19.41,8.58,129.6,35.91,41.93,11.34,91.8
2023-02-16,Seoul,South Korea,12.66,139.9,77.5,8.21,6.74,81.82,16.23,23.3,19.83,93.02
2023-08-01,New York,USA,127.73,118.02,47.58,7.43,4.62,158.55,37.23,49.87,19.98,188.29
2023-01-11,Paris,France,33.98,148.75,82.1,30.72,7.65,125.67,-5.16,96.04,19.44,97.4
2023-10-08,Mexico City,Mexico,87.55,143.88,82.09,39.72,6.73,34.22,9.61,17.11,7.35,167.55
2023-06-24,Rio de Janeiro,Brazil,109.99,138.15,23.38,26.1,6.86,143.02,17.45,51.19,6.05,179.13
2023-08-10,Rio de Janeiro,Brazil,15.42,52.88,71.3,40.13,5.84,38.48,37.78,76.52,0.94,69.43
2023-07-27,Madrid,Spain,5.83,83.29,85.79,31.19,1.47,153.05,-8.16,90.97,5.55,84.86
2023-06-16,Berlin,Germany,85.54,125.37,27.04,14.73,5.76,48.55,39.74,84.16,15.92,166.51
2023-06-04,Sydney,Australia,50.77,73.88,12.74,10.16,9.15,116.7,-1.25,55.17,15.62,138.6
2023-05-14,Johannesburg,South Africa,11.41,63.1,9.31,6.65,5.5,129.44,17.67,60.46,14.41,61.0
2023-02-06,Madrid,Spain,67.81,80.78,79.65,6.47,4.35,184.09,-1.89,92.62,9.28,157.36
2023-10-28,Toronto,Canada,22.33,14.74,12.59,7.26,7.31,191.93,26.79,91.91,0.87,79.1
2023-03-18,Los Angeles,USA,32.93,25.9,87.63,18.72,5.67,60.48,3.94,89.83,5.82,94.81
2023-05-09,Moscow,Russia,114.93,70.98,30.06,19.39,8.05,121.78,1.73,51.98,8.82,181.69
2023-09-10,Mumbai,India,147.49,175.14,36.83,29.51,3.05,10.29,33.37,89.07,3.74,198.5
2023-06-23,Berlin,Germany,19.0,198.52,24.14,48.29,7.4,133.99,28.62,33.32,14.36,122.54
2023-12-17,Bangkok,Thailand,68.73,188.79,6.99,35.08,0.11,175.53,-7.87,41.74,8.04,157.83
2023-09-16,Sydney,Australia,139.06,28.17,39.0,35.02,7.22,186.63,4.14,83.81,10.94,194.14
2023-08-02,Dubai,UAE,75.06,13.19,9.55,20.57,7.73,109.87,25.67,67.17,13.55,161.1
2023-06-19,Johannesburg,South Africa,54.43,190.46,88.3,24.81,0.67,32.29,13.3,73.46,4.68,147.61
2023-07-01,Istanbul,Turkey,54.46,145.6,52.89,33.5,6.08,36.15,6.4,36.75,10.13,147.69
2023-01-04,Madrid,Spain,114.8,34.08,23.37,20.03,6.75,51.48,29.78,46.37,1.59,181.62
2023-08-02,Moscow,Russia,136.71,162.99,40.09,44.76,8.06,29.86,-6.11,43.37,6.91,192.93
2023-08-18,Paris,France,53.52,144.46,70.57,28.65,6.32,186.53,26.52,37.94,4.42,145.37
2023-09-28,London,UK,67.4,24.68,97.25,31.57,1.63,120.13,17.84,64.98,1.2,157.14
2023-10-14,Dubai,UAE,5.95,53.23,85.29,29.0,2.66,175.22,-8.14,68.36,7.72,84.33
2023-03-16,Sydney,Australia,30.87,50.59,23.54,10.49,7.13,139.02,19.26,75.87,6.26,90.47
2023-04-15,Sydney,Australia,109.76,50.35,58.69,42.98,9.16,74.28,39.77,60.57,1.36,179.02
2023-08-18,Istanbul,Turkey,14.08,116.79,40.22,6.0,7.85,155.57,-0.99,66.29,13.46,84.5
2023-02-05,Johannesburg,South Africa,97.85,78.67,83.71,27.59,4.28,35.21,-0.95,33.61,14.58,172.87
2023-10-28,London,UK,100.03,99.12,61.08,45.02,2.73,172.47,12.99,81.09,16.66,173.99
2023-09-28,Sydney,Australia,62.41,52.36,67.16,42.94,7.55,70.59,12.45,61.73,3.0,154.57
2023-04-14,Mexico City,Mexico,128.8,78.22,82.96,33.73,7.26,130.11,7.37,60.6,1.18,188.85
2023-07-12,Dubai,UAE,122.59,110.84,59.24,10.37,8.32,183.72,13.24,93.28,4.14,185.64
2023-04-23,Mexico City,Mexico,13.21,124.78,58.39,10.98,3.84,74.45,27.5,36.03,13.05,85.54
2023-08-19,Sydney,Australia,13.62,187.14,86.83,23.96,4.38,10.53,-7.34,92.48,9.08,116.91
2023-07-15,Bangkok,Thailand,57.81,12.56,26.85,32.12,0.72,63.28,31.23,10.33,8.19,152.19
2023-11-04,Istanbul,Turkey,32.89,44.76,80.3,36.76,3.51,194.03,38.76,13.43,1.95,94.72
2023-09-22,Cairo,Egypt,106.21,12.38,7.71,40.31,3.82,44.03,25.56,84.66,19.74,177.18
2023-01-23,Bangkok,Thailand,43.62,96.22,91.76,46.28,0.62,135.4,35.98,51.28,11.73,120.99
2023-10-15,Bangkok,Thailand,116.7,14.99,24.13,19.48,9.82,193.08,39.61,35.36,16.92,182.6
2023-07-02,New York,USA,52.07,19.2,33.67,17.79,2.6,110.26,-7.32,67.42,13.64,141.8
2023-06-19,Dubai,UAE,51.55,146.72,8.92,3.07,1.23,84.43,-3.86,41.92,8.87,140.52
2023-10-20,Dubai,UAE,109.94,40.89,57.33,44.31,1.41,148.37,-8.51,46.18,3.6,179.11
2023-12-14,Mexico City,Mexico,136.63,24.88,30.84,25.62,7.25,35.6,33.83,25.06,10.01,192.89
2023-02-16,Istanbul,Turkey,50.63,97.39,48.14,8.71,3.4,144.16,3.46,67.51,6.36,138.25
2023-01-05,Madrid,Spain,21.87,12.66,35.54,48.08,6.39,142.8,26.13,89.57,6.8,71.55
2023-09-17,New York,USA,55.61,79.8,77.67,32.39,3.44,46.68,18.2,79.19,0.84,151.06
2023-03-03,Istanbul,Turkey,10.73,111.29,26.52,38.53,6.86,189.46,4.33,89.93,17.08,78.86
2023-10-10,New York,USA,123.48,153.67,24.77,39.01,2.28,72.25,-8.08,42.89,17.39,186.1
2023-06-02,Seoul,South Korea,108.15,75.23,50.08,46.89,6.58,150.14,9.6,59.19,17.6,178.18
2023-07-20,Tokyo,Japan,95.06,88.11,12.07,29.03,7.04,59.36,22.46,21.43,17.06,171.43
2023-03-25,Sydney,Australia,46.32,157.33,77.34,26.66,0.75,176.42,22.59,32.59,12.32,127.64
2023-10-18,Cairo,Egypt,8.64,154.47,80.08,32.76,8.66,38.26,22.61,40.99,10.55,92.6
2023-08-04,Mexico City,Mexico,42.02,39.87,66.4,31.0,7.69,160.88,5.38,72.49,10.04,117.05
2023-11-03,Dubai,UAE,115.42,112.95,32.17,25.88,1.52,59.51,-0.28,31.98,9.91,181.94
2023-02-13,Madrid,Spain,42.43,181.97,85.76,28.17,5.5,80.83,30.12,95.96,17.45,118.06
2023-12-08,London,UK,65.6,34.44,54.44,20.29,5.5,104.55,35.06,63.06,3.42,156.21
2023-12-21,Los Angeles,USA,75.91,146.73,91.73,27.69,8.98,44.13,6.63,26.14,10.0,161.54
2023-08-03,Seoul,South Korea,126.15,44.36,94.06,12.95,2.21,124.5,10.81,63.38,7.84,187.48
2023-03-11,Dubai,UAE,59.81,34.02,55.04,6.41,2.68,127.35,28.87,22.48,14.3,153.23
2023-12-24,Dubai,UAE,7.9,176.85,63.2,12.53,4.17,195.52,19.83,66.06,11.92,111.81
2023-06-02,Seoul,South Korea,108.75,120.14,74.07,24.2,2.06,68.29,18.82,28.61,9.36,178.49
2023-10-04,Johannesburg,South Africa,16.79,12.77,80.52,17.19,5.81,132.55,38.98,92.03,15.94,79.25
2023-02-03,Dubai,UAE,39.75,199.85,35.4,14.69,7.9,150.15,18.07,89.5,18.62,123.2
2023-02-17,Beijing,China,49.6,150.55,31.48,11.35,9.82,167.14,19.45,76.22,8.31,135.72
2023-11-12,Cairo,Egypt,79.2,119.72,74.8,29.01,8.62,115.14,26.73,34.67,13.79,163.24
2023-04-18,Mexico City,Mexico,47.34,146.81,29.16,31.98,3.28,195.46,30.91,63.67,13.67,130.15
2023-12-12,Johannesburg,South Africa,27.38,171.82,66.01,38.54,4.23,190.64,14.14,88.94,6.59,109.33
2023-02-16,Beijing,China,7.36,91.06,36.64,40.17,2.17,143.78,30.23,16.94,2.11,68.85
2023-10-17,Toronto,Canada,73.01,159.12,53.22,35.99,9.14,161.38,-2.07,12.83,19.35,160.04
2023-04-10,Seoul,South Korea,93.09,63.27,44.18,45.46,8.04,123.37,20.38,64.96,3.67,170.41
2023-02-20,Cairo,Egypt,29.47,83.8,55.82,8.92,6.65,13.19,-3.76,90.97,3.69,87.53
2023-04-28,Moscow,Russia,76.66,106.54,75.93,16.68,4.21,33.43,-5.45,50.3,3.39,161.93
2023-01-07,Cairo,Egypt,91.03,18.82,19.47,10.75,3.51,26.86,-4.5,92.99,5.69,169.35
2023-06-28,Sydney,Australia,111.66,100.86,23.85,4.11,2.38,100.4,-5.66,84.78,9.94,180.0
2023-07-21,Beijing,China,137.08,18.38,82.02,45.91,0.56,72.73,29.03,89.8,6.95,193.12
2023-08-07,Tokyo,Japan,55.01,46.89,51.28,29.53,1.53,31.16,-2.15,19.3,7.21,149.04
2023-07-09,Rio de Janeiro,Brazil,61.97,144.77,80.22,20.62,4.03,110.37,33.9,56.54,17.08,154.34
2023-10-14,Cairo,Egypt,42.94,188.97,16.58,39.2,8.41,120.49,10.19,73.91,4.88,119.32
2023-09-09,Bangkok,Thailand,40.54,186.0,91.01,40.41,7.34,197.56,37.49,84.18,16.66,116.34
2023-06-13,Seoul,South Korea,69.16,89.95,93.06,39.71,8.26,198.14,6.99,42.66,1.93,158.05
2023-12-13,New York,USA,18.64,81.09,13.37,45.23,8.33,47.83,-0.01,92.4,0.8,89.3
2023-04-06,Madrid,Spain,143.93,132.06,92.21,3.04,6.59,45.73,-2.48,25.33,3.2,196.66
2023-10-27,Mexico City,Mexico,112.92,62.37,41.01,28.08,8.56,138.65,-2.7,82.55,13.81,180.65
2023-09-05,Toronto,Canada,106.32,153.71,39.6,15.76,9.51,190.35,17.78,81.04,12.19,177.24
2023-03-11,Los Angeles,USA,60.93,113.07,18.05,19.48,5.63,141.86,18.68,91.87,4.24,153.8
2023-11-09,Seoul,South Korea,144.18,153.24,48.04,23.85,2.5,117.53,16.96,98.26,13.0,196.79
2023-09-08,Beijing,China,52.5,41.44,25.0,2.97,0.17,124.71,14.0,99.89,15.54,142.86
2023-12-27,Moscow,Russia,149.09,81.35,75.2,36.95,2.15,24.09,12.39,44.19,13.09,199.32
2023-02-15,Madrid,Spain,122.79,162.51,68.04,20.23,2.09,14.42,30.75,58.64,8.53,185.74
2023-04-22,Sydney,Australia,41.12,74.04,85.63,41.32,8.77,135.18,-5.24,56.92,8.83,114.84
2023-10-07,Los Angeles,USA,56.22,59.63,82.47,7.03,0.79,179.33,6.96,94.99,3.5,151.37
2023-06-26,Cairo,Egypt,71.79,138.37,37.57,9.78,8.66,197.38,17.2,63.96,2.95,159.41
2023-09-21,Toronto,Canada,56.91,197.63,40.42,25.35,6.32,89.24,22.13,28.71,7.7,151.73
2023-09-18,Moscow,Russia,110.68,157.8,12.16,17.36,2.55,89.79,13.47,38.16,1.46,179.49
2023-04-25,Berlin,Germany,73.51,186.45,50.68,13.71,2.43,21.94,10.65,48.77,17.24,160.3
2023-08-19,New York,USA,86.86,96.96,26.0,4.99,1.1,109.38,22.88,64.86,14.44,167.19
2023-11-13,Moscow,Russia,84.92,126.57,80.16,26.61,3.98,178.58,8.55,45.24,13.62,166.19
2023-12-07,Johannesburg,South Africa,10.81,21.09,56.84,31.76,9.07,53.07,4.0,91.25,11.32,96.7
2023-10-05,Istanbul,Turkey,123.35,66.2,23.92,47.89,5.23,29.68,31.54,86.35,2.36,186.03
2023-09-06,Rio de Janeiro,Brazil,145.32,177.74,49.73,29.39,8.94,181.45,30.68,66.82,14.11,197.38
2023-02-08,Tokyo,Japan,67.97,28.02,52.94,41.57,0.37,59.95,24.48,15.47,11.53,157.44
2023-05-24,Cairo,Egypt,142.12,120.74,81.85,37.46,2.03,155.1,-1.77,85.99,14.08,195.72
2023-08-03,Paris,France,54.53,194.09,69.38,41.67,2.17,18.71,-4.09,85.06,15.13,147.86
2023-10-18,Beijing,China,148.88,146.9,48.83,42.41,8.91,160.77,-9.46,63.98,14.86,199.22
2023-01-10,Sydney,Australia,126.46,107.21,99.0,26.02,5.05,153.21,10.76,71.21,2.79,187.64
2023-03-13,Dubai,UAE,91.21,52.14,21.57,27.93,8.39,157.13,5.48,95.15,2.01,169.44
2023-06-19,Toronto,Canada,106.36,197.76,31.12,20.02,0.92,70.92,9.14,31.34,4.1,177.26
2023-06-25,Johannesburg,South Africa,48.37,102.45,46.6,30.7,8.79,115.2,10.29,33.31,17.14,132.69
2023-07-10,Sydney,Australia,33.46,69.14,70.6,3.29,4.05,112.13,19.61,58.23,9.81,95.92
2023-07-08,Mumbai,India,18.54,80.03,11.55,8.62,4.48,30.49,30.29,49.99,15.2,64.54
2023-02-09,Tokyo,Japan,77.74,81.24,70.4,13.47,7.95,106.66,30.5,93.23,17.63,162.48
2023-10-17,Berlin,Germany,126.37,90.17,76.08,21.34,6.85,79.63,-3.3,24.73,0.61,187.59
2023-11-28,Mexico City,Mexico,43.21,34.44,32.74,5.19,6.28,20.69,-7.22,97.26,15.32,119.98
2023-08-24,Dubai,UAE,140.43,165.96,42.78,29.71,4.45,174.55,-7.49,20.03,5.73,194.85
2023-08-27,Paris,France,141.11,72.2,39.59,1.21,3.59,19.75,-4.92,24.51,6.73,195.2
2023-06-05,Mexico City,Mexico,93.14,86.07,21.05,36.53,5.03,117.65,27.79,70.3,13.75,170.43
2023-09-08,Berlin,Germany,57.28,34.96,54.64,16.49,0.58,95.9,-0.5,69.87,16.88,151.92
2023-10-06,Rio de Janeiro,Brazil,119.95,42.73,26.02,28.9,5.51,67.41,16.8,80.98,7.59,184.28
2023-07-16,Mumbai,India,15.68,157.19,28.12,37.59,5.73,196.5,8.63,66.03,19.76,102.08
2023-07-02,Rio de Janeiro,Brazil,32.33,105.66,24.29,19.0,3.99,99.94,37.9,86.03,4.22,93.54
2023-08-09,Mexico City,Mexico,28.17,171.93,39.83,5.79,9.54,188.66,18.35,76.02,5.05,109.38
2023-06-17,Mumbai,India,104.53,60.9,59.49,49.19,5.1,85.13,29.87,83.02,1.72,176.32
2023-10-19,Seoul,South Korea,109.42,46.59,80.09,35.92,6.35,146.76,27.58,58.72,10.72,178.84
2023-08-14,Paris,France,120.0,10.31,13.1,46.87,8.07,28.91,17.61,29.25,5.49,184.3
2023-09-02,Mumbai,India,31.35,58.2,75.17,15.35,3.41,63.75,36.62,64.37,3.85,91.48
2023-05-04,London,UK,135.46,68.15,68.72,43.38,1.66,177.32,-6.97,25.95,4.63,192.29
2023-12-15,Toronto,Canada,123.4,73.31,42.95,27.49,8.92,99.8,4.47,35.1,5.04,186.06
2023-05-19,Mumbai,India,44.25,22.72,99.9,45.99,7.74,179.13,11.66,84.32,4.14,122.55
2023-03-03,Rio de Janeiro,Brazil,54.66,167.59,24.9,16.28,3.92,71.35,7.69,31.42,3.58,148.18
2023-01-26,Johannesburg,South Africa,114.97,78.9,7.8,2.21,7.06,67.42,0.35,48.83,9.45,181.71
2023-04-02,London,UK,64.78,18.94,7.45,36.41,9.91,180.92,13.92,64.31,7.72,155.79
2023-10-23,Paris,France,36.38,15.3,29.93,22.77,8.6,193.3,-9.15,28.49,13.99,103.17
2023-06-24,Tokyo,Japan,28.35,33.95,84.69,47.08,2.29,78.45,34.07,52.73,6.33,85.17
2023-04-06,Madrid,Spain,130.58,41.41,77.79,13.36,0.49,149.99,-2.73,42.01,18.65,189.77
2023-10-27,Paris,France,67.63,114.53,15.57,19.0,0.98,171.0,36.25,47.74,15.99,157.26
2023-08-25,Mumbai,India,84.92,192.83,22.36,34.53,9.08,197.7,6.85,97.55,5.38,166.19
2023-04-19,Johannesburg,South Africa,100.02,74.04,15.16,21.91,9.93,186.28,25.24,24.77,15.61,173.99
2023-04-26,Paris,France,8.16,111.09,20.84,26.48,0.4,66.7,-7.39,56.09,8.55,78.76
2023-02-18,London,UK,63.8,44.99,49.32,16.53,6.09,76.65,-1.85,61.79,10.8,155.29
2023-03-02,Seoul,South Korea,56.42,83.19,75.01,5.55,3.24,108.89,38.4,88.78,13.23,151.48
2023-09-19,Johannesburg,South Africa,102.17,80.37,40.46,23.32,0.79,28.54,37.9,88.12,12.09,175.1
